fid,PA_rast,bat_reclas,mlotst_08,mlotst_07,mlotst_06,mlotst_05,mlotst_04,mlotst_03,chlor_0108,chlor_0107,chlor_0106,chlor_0105,chlor_0104,chlor_0103,sst_0108,sst_0107,sst_0106,sst_0105,sst_0104,sst_0103,Long,Lat
"648",0,-237,11.74963,10.83407,14.49629,16.17481,133.67108,201.42216,0.73205,0.43699,1.42687,1.57064,0.29332,0.20249,281.01218,280.01907,277.13815,276.56146,275.54962,275.5802,-12.042345,65.125135
"649",0,-259,11.59703,10.83407,14.49629,16.63259,143.89478,209.20439,0.69822,0.45656,1.46249,1.48434,0.32188,0.18162,281.03815,280.03278,277.18533,276.52829,275.51578,275.56995,-11.959015,65.125135
"650",0,-254,11.59703,10.98666,14.3437,16.78518,150.30367,213.93477,0.78533,0.45847,1.48436,1.34294,0.31255,0.19402,281.07358,280.07867,277.22141,276.49554,275.47125,275.55856,-11.875685,65.125135
"651",0,-249,11.59703,10.83407,14.3437,16.78518,147.86218,209.35698,0.81225,0.44834,1.6099,1.58687,0.3265,0.22381,281.09973,280.13895,277.26025,276.46585,275.43158,275.53967,-11.792355,65.125135
"652",0,-227,11.59703,10.83407,13.88592,16.17481,138.09627,196.84439,0.87025,0.45763,1.57336,1.68065,0.27577,0.24076,281.11847,280.20233,277.32767,276.44662,275.41278,275.5184,-11.709025,65.125135
"653",0,-254,11.59703,10.83407,13.58074,15.56444,137.3333,193.18217,0.85034,0.48794,1.39313,1.63293,0.25222,0.24641,281.12842,280.26431,277.453,276.44235,275.43497,275.49353,-11.625695,65.125135
"654",0,-262,11.59703,10.83407,13.27555,15.41185,139.16441,196.38661,0.73942,0.54777,1.15611,1.47005,0.25142,0.23754,281.13327,280.31906,277.66837,276.44879,275.51672,275.4697,-11.542365,65.125135
"655",1,-360,11.74963,10.83407,12.97037,15.56444,139.62219,195.16588,0.64351,0.61082,0.89506,1.32098,0.25631,0.24853,281.14148,280.37521,277.97125,276.46359,275.68503,275.44949,-11.459035,65.125135
"656",0,-482,12.05481,10.83407,12.81777,15.71703,138.24886,179.44884,0.58983,0.5812,0.8975,1.22382,0.29253,0.25011,281.16217,280.4455,278.33264,276.48499,275.89297,275.43506,-11.375705,65.125135
"657",0,-557,12.36,10.98666,12.66518,16.02222,128.63553,158.23848,0.73704,0.60316,1.01812,1.21241,0.27035,0.22992,281.1976,280.53455,278.70529,276.51358,276.09982,275.41693,-11.292375,65.125135
"658",0,-616,12.81777,11.13926,12.66518,16.02222,122.07404,136.87552,0.68763,0.54054,1.12496,1.15683,0.25779,0.21419,281.25296,280.65344,279.05164,276.55365,276.26404,275.39877,-11.209045,65.125135
"659",0,-656,13.12296,11.13926,12.81777,15.86963,117.49627,119.47997,0.65808,0.59552,1.03069,1.03695,0.26816,0.22039,281.32751,280.8006,279.31879,276.61627,276.33395,275.37527,-11.125715,65.125135
"660",0,-674,13.12296,11.13926,12.97037,15.71703,112.46072,109.25627,0.62966,0.64319,1.01208,0.97674,0.26084,0.22935,281.41495,280.95554,279.50336,276.70389,276.34332,275.34323,-11.042385,65.125135
"661",0,-632,13.12296,10.98666,13.12296,15.25926,95.37035,100.71108,0.63216,0.79033,1.01326,1.01812,0.22627,0.3226,281.60458,281.24396,279.6897,276.94943,276.29688,275.25458,-10.875725,65.125135
"662",0,-600,13.12296,10.98666,13.27555,15.41185,91.55553,98.72739,0.68634,0.78595,0.89362,1.21611,0.23301,0.32498,281.7019,281.37445,279.73706,277.09122,276.28699,275.20172,-10.792395,65.125135
"663",0,-549,12.97037,10.98666,13.58074,15.86963,85.75702,102.69479,0.75422,0.8115,0.96599,1.12745,0.2372,0.26511,281.86938,281.57281,279.79843,277.27521,276.25699,275.09027,-10.625735,65.125135
"664",0,-537,12.97037,10.98666,13.73333,16.17481,81.33183,104.22072,0.73899,0.88129,0.84378,1.05045,0.22577,0.27798,281.92688,281.62643,279.81638,277.2543,276.17957,275.03503,-10.542405,65.125135
"665",0,-534,13.12296,10.98666,14.03852,16.3274,80.26369,104.5259,0.71992,0.97253,0.74676,0.95982,0.22212,0.25734,281.9541,281.64053,279.80957,277.13449,276.03387,274.97366,-10.459075,65.125135
"666",0,-539,13.12296,10.98666,14.19111,16.63259,79.50072,104.67849,0.68995,1.02681,0.65356,0.90677,0.22842,0.23075,281.94312,281.61362,279.74866,276.93445,275.80359,274.89935,-10.375745,65.125135
"667",0,-563,13.12296,10.98666,14.3437,16.78518,79.04295,104.5259,0.69338,1.10085,0.54681,0.88587,0.22538,0.25543,281.91553,281.58188,279.6185,276.72586,275.5347,274.81625,-10.292415,65.125135
"668",0,-596,13.12296,11.13926,14.49629,16.93777,80.72146,103.91553,0.69794,1.1085,0.52888,1.01825,0.23951,0.24403,281.88309,281.55481,279.40378,276.54239,275.24899,274.72635,-10.209085,65.125135
"669",0,-635,13.27555,11.13926,14.49629,17.09037,82.24739,103.30516,0.65943,1.01459,0.49674,1.14458,0.23399,0.24088,281.85284,281.54095,279.09174,276.41159,274.98273,274.63589,-10.125755,65.125135
"670",0,-679,13.27555,11.13926,14.49629,16.93777,83.9259,103.30516,0.69714,1.12617,0.47073,1.22367,0.20827,0.26785,281.83572,281.53278,278.7157,276.33102,274.76144,274.54968,-10.042425,65.125135
"671",0,-712,13.27555,11.29185,14.3437,16.63259,85.75702,103.76294,0.71105,1.06751,0.46098,1.23085,0.20812,0.26283,281.83148,281.51685,278.32169,276.28674,274.59894,274.47366,-9.959095,65.125135
"672",0,-735,13.27555,11.29185,14.3437,16.3274,87.89331,104.22072,0.69113,0.94878,0.44972,1.26879,0.21178,0.25077,281.83911,281.47092,277.96494,276.27539,274.50369,274.41367,-9.875765,65.125135
"673",0,-751,13.27555,11.29185,13.88592,15.86963,90.02961,103.61034,0.63708,0.81079,0.40615,1.33353,0.20693,0.24315,281.85284,281.38287,277.66907,276.27359,274.4527,274.36786,-9.792435,65.125135
"674",0,-773,13.42814,11.29185,13.42814,15.56444,90.02961,104.06812,0.58126,0.72726,0.35157,1.22518,0.21292,0.25688,281.86475,281.23944,277.45319,276.27069,274.42599,274.33295,-9.709105,65.125135
"675",0,-771,13.42814,11.29185,13.27555,15.41185,88.35109,104.98368,0.55027,0.64753,0.34978,1.15997,0.21311,0.25489,281.86047,281.05096,277.32101,276.25711,274.41232,274.31314,-9.625775,65.125135
"676",0,-787,13.42814,11.29185,13.27555,15.41185,84.68887,106.81479,0.56631,0.62819,0.36762,1.19617,0.21551,0.27207,281.83551,280.86783,277.24033,276.23535,274.39774,274.30292,-9.542445,65.125135
"677",0,-807,13.58074,11.29185,13.27555,15.41185,80.56887,104.67849,0.55579,0.66727,0.3601,1.24771,0.21405,0.27665,281.79044,280.70313,277.19894,276.19647,274.38248,274.29706,-9.459115,65.125135
"678",0,-809,13.58074,11.29185,13.42814,15.41185,78.12739,102.84738,0.54071,0.7177,0.35389,1.23732,0.213,0.28561,281.72229,280.57648,277.19037,276.13657,274.3671,274.29367,-9.375785,65.125135
"679",0,-834,13.73333,11.44444,13.58074,15.41185,76.44887,101.62664,0.53355,0.79496,0.35897,1.20111,0.21819,0.28191,281.64206,280.47937,277.19531,276.06573,274.35831,274.28912,-9.292455,65.125135
"680",0,-906,16.17481,15.86963,17.24296,32.95999,318.30807,530.41174,0.45185,0.43603,0.67622,0.27947,0.14115,0.23911,284.14423,283.04544,281.24197,280.12747,279.37396,279.43045,-27.958375,65.041805
"681",0,-91,11.29185,11.13926,14.03852,18.61629,45.62518,76.29628,0.91026,1.00361,1.93692,0.78777,0.45647,0.44671,284.73578,283.7211,281.53281,279.60297,278.10196,277.47656,-24.291855,65.041805
"682",0,-121,11.29185,11.13926,14.03852,18.76888,48.67702,77.21183,0.93622,0.92503,1.91778,0.82862,0.46227,0.44931,284.71964,283.66083,281.52219,279.5274,278.14557,277.45291,-24.208525,65.041805
"683",0,-585,13.12296,11.13926,13.12296,16.02222,106.66219,113.52886,0.71102,0.77483,0.9761,1.37395,0.25555,0.22001,281.61911,281.2858,279.76505,277.14206,277.32138,275.54843,-10.959055,65.041805
"684",0,-553,12.97037,11.13926,13.27555,16.78518,105.13627,106.50961,0.79728,0.74119,1.13541,0.90076,0.22816,0.27234,281.69891,281.48752,279.84979,277.33783,277.2963,275.53754,-10.875725,65.041805
"685",0,-519,12.97037,11.13926,13.27555,17.24296,98.72739,103.30516,0.72569,0.69364,1.13208,0.78309,0.24477,0.27534,281.77991,281.66199,279.9133,277.52554,277.26761,275.51212,-10.792395,65.041805
"686",0,-463,12.97037,10.98666,13.73333,17.39555,74.31258,106.35701,0.62889,1.07148,1.03809,1.23295,0.24164,0.27849,281.97733,281.97305,280.11554,277.65564,277.0473,275.34998,-10.542405,65.041805
"687",0,-469,12.97037,10.98666,14.19111,17.85333,70.65035,106.81479,0.64064,1.09884,1.1145,1.45101,0.23959,0.26147,281.99747,281.966,280.20667,277.50122,276.85016,275.26062,-10.459075,65.041805
"688",0,-468,13.12296,10.98666,14.49629,18.15851,70.34517,106.35701,0.71435,1.06397,0.83271,0.99343,0.25084,0.283,281.99521,281.91669,280.27481,277.27545,276.56113,275.14597,-10.375745,65.041805
"689",0,-904,15.86963,15.71703,17.54814,31.43407,297.40289,562.30359,0.49046,0.43155,0.64436,0.29751,0.12833,0.16557,284.25238,283.05655,281.30902,280.13358,279.44046,279.45764,-27.958375,64.958475
"690",0,-192,14.49629,13.58074,15.56444,25.17777,92.1659,165.25774,0.83145,1.03224,1.10866,0.42016,0.29365,0.21385,284.23987,283.24518,281.16269,279.67316,278.8092,278.57968,-26.625095,64.958475
"691",0,-275,10.98666,10.98666,13.58074,19.22666,74.00739,112.7659,0.9183,0.86087,1.98237,0.86464,0.50402,0.40471,284.71494,283.68448,281.54471,279.63135,278.45688,277.92032,-24.208525,64.958475
"692",0,-447,12.97037,11.13926,13.42814,17.54814,83.16294,110.93478,0.65217,0.94803,0.9727,1.73715,0.25526,0.24026,282.01285,282.10559,280.0029,277.92856,277.71707,276.05893,-10.709065,64.958475
"693",0,-441,12.97037,11.13926,13.58074,18.00592,72.78665,110.01923,0.62077,0.96904,0.94982,1.68906,0.25905,0.25868,282.05801,282.15366,280.07968,277.93253,277.62445,275.99976,-10.625735,64.958475
